KIC,KOI,Rp/Rs,e_Rp/Rs,Radius,e_Radius,Period,e_Period,a,e_a,Flux,e_Flux,CDPP,b
10813132,2378.01,1.267,0.061,1.153,0.096,4.767027590,0.000024600,0.05250,0.00137,214.7694,20.8975,106.669,0.05201
10815677,7376.01,1.285,0.122,1.229,0.182,1.284241817,0.000006544,0.02230,0.00060,1316.8814,192.1259,210.648,0.02796
10842192,2736.01,3.572,0.545,2.252,0.374,9.336481410,0.000034770,0.08184,0.01289,21.6569,22.5826,285.379,1.60228
10843431,7378.02,5.907,1.241,3.885,0.845,56.391062000,0.004836000,0.24884,0.00285,1.9913,0.1723,334.726,1.90001
10843431,7378.01,5.058,1.010,3.343,0.697,8.739675800,0.000309200,0.07184,0.00087,23.9374,2.0667,334.726,2.97861
10843590,431.01,3.279,0.101,2.437,0.161,18.870221570,0.000025800,0.12694,0.00355,22.2466,2.2149,102.064,0.01307
10843590,431.02,3.059,0.349,2.236,0.315,46.902643100,0.000151100,0.23488,0.00602,6.6261,0.6011,102.064,0.61072
10844823,8033.01,2.872,0.256,2.147,0.250,362.131870000,0.012970000,0.89948,0.02584,0.3996,0.0465,197.469,0.22549
10844890,1946.01,2.903,0.417,2.668,0.428,8.294828110,0.000021790,0.07721,0.00209,110.2938,11.6198,101.618,1.64762
10848097,7380.01,1.384,0.168,1.183,0.162,15.947424200,0.000155600,0.11683,0.00318,35.0475,3.6505,106.642,0.02517
10854546,2104.01,2.173,0.108,2.007,0.196,2.168451063,0.000002811,0.03187,0.00091,770.7464,106.1247,130.996,0.13679
10854555,755.01,2.653,0.297,2.477,0.371,2.525591777,0.000003761,0.03488,0.00106,576.4251,75.3269,201.355,0.63505
10854768,1309.01,1.731,0.091,2.860,0.262,10.117168400,0.000027220,0.10216,0.00301,421.8986,45.0707,72.991,0.24392
10858504,5835.01,2.466,0.558,2.563,0.628,474.969520000,0.046830000,1.20092,0.03507,0.8206,0.1027,112.457,0.21001
10858832,432.01,3.626,0.244,4.009,0.379,5.263415218,0.000003366,0.05977,0.00136,309.9863,28.7175,95.113,0.91023
10862759,8035.01,1.041,0.086,2.062,0.216,29.485639200,0.000593500,0.21327,0.00512,128.1564,11.8036,51.086,0.04441
10863608,2368.01,1.826,0.167,1.674,0.185,8.071270430,0.000051720,0.07492,0.00192,109.2462,12.0967,132.504,0.18838
10864531,2080.01,3.060,0.218,2.905,0.309,83.488740500,0.000588900,0.36273,0.01117,5.3567,0.5610,170.775,0.35465
10864531,2080.02,3.067,0.358,2.937,0.416,34.060767700,0.000137200,0.19807,0.00515,17.9621,1.9100,170.775,0.50217
10872983,756.01,4.054,0.469,4.472,0.604,11.094320540,0.000020360,0.09607,0.00244,97.9369,12.5030,167.908,0.62690
10872983,756.03,1.710,0.358,1.882,0.437,2.566588970,0.000017810,0.03619,0.00107,691.4448,93.1956,167.908,0.97649
10872983,756.02,2.884,0.330,3.129,0.408,4.134435120,0.000010460,0.04936,0.00141,383.4716,50.7211,167.908,1.07434
10873178,4597.01,1.004,0.137,1.343,0.233,4.820251240,0.000055320,0.05781,0.00169,528.5820,70.7070,92.796,0.33212
10874215,2305.01,2.827,0.239,2.847,0.296,31.032599100,0.000204200,0.18778,0.00559,20.8832,2.6124,200.831,0.42755
10874614,17.01,10.146,0.274,12.832,0.836,3.234699282,0.000000119,0.04345,0.00120,699.4060,82.5525,42.379,0.07754
10878263,341.02,1.846,0.059,1.620,0.112,4.699652821,0.000008477,0.05272,0.00135,219.1834,20.7171,71.740,0.12214
10878263,341.01,2.908,0.090,2.583,0.185,7.170710381,0.000007060,0.06942,0.00187,122.7287,12.0588,71.740,0.16724
10879038,1641.01,1.712,0.262,1.502,0.256,4.853840400,0.000034960,0.05412,0.00147,240.7565,27.8086,135.198,2.70830
10880507,2936.01,1.323,0.282,1.309,0.303,6.480213800,0.000041470,0.06626,0.00166,166.0028,17.0205,90.571,0.96166
10904004,2957.01,1.008,0.071,0.723,0.072,4.644901410,0.000038360,0.04858,0.00123,104.4468,10.6258,94.936,0.05879
10904857,194.01,14.255,0.826,15.077,1.468,3.120828136,0.000001986,0.04187,0.00121,667.3247,67.3949,276.890,0.74731
10907132,4503.01,1.636,0.134,1.635,0.198,5.890895090,0.000040180,0.06257,0.00168,215.1667,29.3563,171.073,0.20367
10909127,2200.01,1.961,0.248,1.493,0.225,3.170597310,0.000010010,0.03942,0.00094,292.0823,32.1015,157.233,0.94164
10910878,757.02,4.545,0.205,3.320,0.280,41.197255020,0.000093450,0.20932,0.00497,6.2416,0.5796,195.745,0.04229
10910878,757.01,6.778,0.323,4.963,0.389,16.068646740,0.000010880,0.11152,0.00286,22.2401,2.2942,195.745,0.04546
10910878,757.03,3.153,0.150,2.323,0.180,6.252962249,0.000009577,0.05954,0.00169,77.2775,6.8562,195.745,0.09614
10917043,2770.01,3.367,0.169,2.288,0.212,205.385912000,0.002047000,0.59561,0.09668,0.4109,0.4956,151.180,0.00000
10917433,3248.01,0.612,0.047,0.677,0.080,6.912615360,0.000051750,0.07153,0.00191,243.8731,20.9998,25.861,0.53546
10920281,8037.01,1.639,0.647,1.108,0.437,3.650345250,0.000038670,0.04034,0.00039,68.4481,3.4111,520.332,0.21098
10922659,3335.01,2.076,0.260,2.469,0.347,31.254323800,0.000356700,0.19753,0.00607,36.2917,6.2536,170.491,0.01271
10928043,1315.01,1.427,0.134,1.684,0.214,6.846398840,0.000019240,0.07357,0.00188,321.7178,27.7155,47.979,1.66040
10933306,5842.01,1.677,0.135,2.391,0.251,57.774937300,0.000983500,0.30727,0.00761,21.4339,2.1861,113.445,0.02427
10934674,477.01,2.667,0.119,2.114,0.191,16.542952610,0.000053620,0.11637,0.00277,25.0775,2.1959,126.609,0.32401
10935993,3367.01,1.966,0.198,2.727,0.328,25.373654300,0.000261400,0.17565,0.00513,56.9744,6.7305,159.665,0.09775
10937029,433.01,5.259,0.188,4.732,0.326,4.030466786,0.000001574,0.04637,0.00114,212.5259,19.3998,135.205,0.03134
10937029,433.02,12.791,0.480,11.474,0.981,328.240201000,0.000358300,0.87192,0.02312,0.6187,0.0652,135.205,0.92481
10937749,4499.01,1.201,0.085,1.268,0.121,5.198986150,0.000039090,0.05794,0.00162,280.0137,34.2860,106.170,0.32076
10963065,1612.01,0.574,0.027,0.696,0.057,2.465024332,0.000005414,0.03744,0.00093,1411.4305,147.7701,14.997,0.28038
10965008,536.01,4.054,0.408,3.710,0.453,81.170158700,0.000383800,0.35637,0.00852,6.1023,0.6134,81.641,1.73622
10965588,2177.01,2.946,0.407,2.377,0.366,62.891749300,0.000463700,0.28627,0.00732,4.7550,0.5106,183.348,0.86200
10967168,5845.01,0.791,0.064,1.564,0.167,22.265959900,0.000615900,0.17997,0.00437,232.0077,33.0334,50.487,0.01695
10973664,601.01,2.969,0.130,2.715,0.236,5.404269170,0.000011820,0.05883,0.00177,226.8066,23.8894,153.469,0.19240
10973664,601.02,4.252,0.521,3.818,0.534,11.678942360,0.000024520,0.09750,0.00289,80.8850,7.4333,153.469,0.69330
10973664,601.03,1.650,0.296,1.552,0.277,1.208462378,0.000004310,0.02150,0.00057,1680.4056,175.9878,153.469,1.16239
10973814,1307.02,2.704,0.416,2.481,0.418,20.342378380,0.000055710,0.13947,0.00414,31.9782,3.5949,89.191,0.67580
10973814,1307.01,3.085,0.339,2.792,0.392,44.852099700,0.000155800,0.23634,0.00642,11.3589,0.9884,89.191,0.74575
10978763,1931.03,1.344,0.081,1.065,0.102,6.988009530,0.000045070,0.06689,0.00195,101.1925,12.5699,113.968,0.02538
10978763,1931.02,1.372,0.078,1.091,0.107,10.558404790,0.000085660,0.08735,0.00247,61.4182,6.6172,113.968,0.32236
10978763,1931.01,1.699,0.084,1.324,0.109,4.977604470,0.000016940,0.05364,0.00145,161.1066,17.3861,113.968,0.51233
10982872,343.03,1.370,0.054,1.531,0.131,41.808503100,0.000293900,0.23838,0.00702,21.7113,2.1048,50.314,0.01591
10982872,343.01,2.256,0.127,2.622,0.233,4.761705895,0.000003499,0.05615,0.00135,388.6772,38.0357,50.314,0.39341
10982872,343.02,1.600,0.164,1.823,0.231,2.024143568,0.000002059,0.03148,0.00078,1228.8141,127.5629,50.314,0.57255
10987985,758.01,3.792,0.421,2.692,0.350,16.013084190,0.000048540,0.10947,0.00323,18.2325,2.0981,198.277,1.06114
10990917,1643.01,1.762,0.106,2.079,0.198,11.046053650,0.000070090,0.09795,0.00262,125.4488,13.6278,111.201,0.06720
10991114,4374.01,1.121,0.068,0.997,0.113,3.703867410,0.000020250,0.04468,0.00117,298.1495,28.2233,80.640,0.01711
10991389,5850.01,3.849,0.427,3.786,0.525,303.226376000,0.002461000,0.85390,0.02117,0.9957,0.0911,127.269,0.16527
11014932,1432.03,1.289,0.086,1.333,0.142,2.927211190,0.000014960,0.03947,0.00102,577.0193,67.3096,115.768,0.04044
11014932,1432.04,1.793,0.130,1.868,0.199,38.285633800,0.000530600,0.21825,0.00681,19.0035,2.0179,115.768,0.12140
11014932,1432.02,1.595,0.101,1.615,0.172,15.054935600,0.000116800,0.11741,0.00328,66.0765,7.7614,115.768,0.34129
11014932,1432.01,2.645,0.375,2.629,0.413,6.885952220,0.000022710,0.06994,0.00214,186.5284,21.0553,115.768,2.86875
11015108,344.01,3.336,0.106,2.976,0.197,39.309440960,0.000047900,0.21844,0.00640,15.4925,1.4187,62.337,0.02771
11015323,479.01,3.226,0.117,3.015,0.258,34.188843230,0.000057000,0.20020,0.00517,19.4210,2.2259,69.742,0.05538
11017901,1800.01,28.686,26.612,23.611,22.974,7.794302043,0.000001963,0.07353,0.00194,111.1591,10.2218,83.132,0.81213
11018648,759.01,4.186,0.197,3.285,0.285,32.628766720,0.000058010,0.18485,0.00475,12.9646,1.3466,110.051,0.01782
11018648,759.02,2.726,0.460,2.172,0.420,91.773286200,0.000751800,0.37054,0.01044,3.1456,0.3145,110.051,0.69498
11019739,7400.01,1.386,0.117,1.043,0.125,4.157364720,0.000039360,0.04592,0.00121,154.0771,16.8278,174.933,0.20202
11026304,1420.01,5.951,0.407,4.919,0.506,13.351512480,0.000016160,0.09871,0.00249,28.9747,3.1859,217.142,0.58442
11026582,5854.01,3.089,0.144,3.515,0.257,240.571350000,0.001307000,0.77159,0.02133,2.1814,0.2434,79.781,0.43019
11030711,1429.01,4.877,0.321,5.824,0.575,205.912735000,0.001169000,0.68267,0.01880,2.3708,0.3060,139.084,0.15379
11032227,1440.01,1.593,0.156,2.176,0.287,7.193049350,0.000036000,0.07590,0.00238,307.4134,43.5172,128.218,0.01227
11032748,8039.01,1.279,0.111,0.984,0.115,43.943889100,0.000847100,0.22895,0.00606,10.1540,1.0478,80.342,0.60096
11036168,5855.01,4.787,0.763,4.520,0.819,217.792748000,0.003116000,0.68779,0.02026,1.6434,0.1883,118.718,0.82456
11037335,1435.01,2.509,0.192,3.584,0.357,40.715049800,0.000138300,0.24353,0.00584,31.7012,2.9237,65.930,0.81660
11037335,1435.02,2.472,0.369,3.362,0.560,10.446359440,0.000024340,0.09847,0.00262,195.5374,15.4712,65.930,1.47379
11046025,1646.01,1.228,0.064,0.902,0.069,3.720207080,0.000017610,0.04174,0.00115,146.2788,13.9538,113.140,0.29407
11046458,214.01,9.681,0.354,10.218,0.859,3.311864148,0.000000355,0.04240,0.00122,438.3418,41.7218,95.716,0.71600
11068630,7404.01,1.425,0.167,1.609,0.248,1.817079849,0.000007316,0.02902,0.00081,1174.2796,161.5734,173.495,0.10128
11069176,2007.02,1.342,0.067,1.320,0.122,21.128565500,0.000199700,0.14970,0.00374,46.3436,4.1949,77.402,0.29014
11069176,2007.01,1.362,0.080,1.361,0.134,15.378901400,0.000138300,0.12118,0.00280,71.9762,5.6066,77.402,0.38731
11071200,2696.01,3.315,0.216,5.793,0.586,96.456219800,0.000422600,0.46903,0.01398,24.0279,2.3390,69.740,1.01982
11071200,2696.02,2.127,0.176,3.593,0.453,44.564383100,0.000350100,0.27868,0.00780,68.7420,7.2121,69.740,1.22506
11073351,537.01,2.297,0.219,2.767,0.319,2.820190603,0.000003592,0.04016,0.00096,917.3544,87.2578,88.785,0.64333
11073656,2206.01,1.721,0.102,1.460,0.130,1.834277283,0.000007851,0.02793,0.00071,757.5524,81.2436,141.625,0.34808
11074178,1889.01,3.368,0.454,2.842,0.416,14.305175790,0.000048150,0.10821,0.00281,43.1692,3.8779,183.667,2.30735
11074178,1889.02,2.663,0.515,2.062,0.437,9.181891220,0.000063600,0.08085,0.00222,78.0909,7.1288,183.667,3.77952
11074541,345.01,3.719,0.183,2.701,0.241,29.884877230,0.000030720,0.16864,0.00475,9.2986,0.8021,52.465,0.79834
11075279,1431.01,8.349,0.271,7.878,0.646,345.158935400,0.000426000,0.92930,0.02612,0.8436,0.0869,52.464,0.85029
11075429,2198.01,1.483,0.167,2.602,0.330,23.921040800,0.000149900,0.18464,0.00487,147.9752,16.6133,39.932,1.50068
11076400,2759.01,1.238,0.071,0.870,0.076,1.078084920,0.000002019,0.01841,0.00056,762.6965,77.4700,79.183,0.16669
11080405,2442.01,2.325,0.393,1.913,0.339,25.193398900,0.000168900,0.15364,0.00377,14.7635,1.5262,151.579,0.87894
11080405,2442.02,1.793,0.335,1.436,0.284,12.310135100,0.000129200,0.09533,0.00217,38.2718,3.8999,151.579,1.23789
11080702,5863.01,1.002,0.070,0.901,0.083,8.672379680,0.000076920,0.07893,0.00215,94.9769,10.1979,121.362,0.20780
11086270,124.01,1.590,0.052,2.013,0.130,12.691043870,0.000022980,0.11147,0.00371,149.1744,15.9163,33.899,0.00664
11086270,124.02,1.895,0.070,2.387,0.181,31.719810130,0.000063100,0.20544,0.00595,44.0109,4.5628,33.899,0.08516
11090556,2977.01,0.735,0.037,0.959,0.081,2.788179300,0.000018520,0.04043,0.00113,1152.9117,116.1149,52.223,0.06165
11090556,2977.02,0.802,0.048,1.052,0.098,4.138276840,0.000025960,0.05269,0.00151,679.8590,60.5018,52.223,0.53785
11090765,538.01,2.874,0.235,3.042,0.311,21.217123120,0.000061920,0.15023,0.00413,50.9592,4.9368,92.296,1.88584
11098013,2712.01,1.325,0.225,2.401,0.436,7.507900410,0.000097420,0.08371,0.00218,636.6090,67.0328,64.842,1.24814
11100383,346.01,3.377,0.237,2.524,0.274,12.924898030,0.000022460,0.09815,0.00252,33.0393,3.2283,83.528,0.84574
11122894,1426.01,3.142,0.114,2.758,0.231,38.868489560,0.000078430,0.21739,0.00520,15.3095,1.4410,80.865,0.02790
11122894,1426.02,7.128,0.275,6.324,0.481,74.927686530,0.000062800,0.33960,0.00897,6.3751,0.6793,80.865,0.76260
11122894,1426.03,37.883,4865.159,34.636,4428.698,150.018951100,0.000174400,0.53551,0.01662,2.5725,0.2760,80.865,1.36678
11125613,2485.02,1.686,0.115,1.160,0.122,3.600828550,0.000017250,0.04106,0.00115,150.6065,16.5414,168.566,0.38104
11125613,2485.03,1.759,0.098,1.211,0.130,5.727160670,0.000030480,0.05584,0.00152,79.8947,7.7868,168.566,0.43170
11125613,2485.01,2.107,0.465,1.470,0.359,9.991152410,0.000058570,0.08113,0.00220,38.6152,4.0514,168.566,0.81175
11126381,1863.01,2.553,0.102,2.835,0.228,33.788802800,0.000146600,0.20863,0.00604,30.3022,2.9635,92.353,0.06360
11127479,2792.01,0.505,0.024,0.714,0.055,2.128216210,0.000011150,0.03427,0.00094,1800.9212,167.3366,22.671,0.09820
11129258,2898.01,2.451,0.158,2.135,0.244,25.384175000,0.000193600,0.16341,0.00508,25.1677,3.4297,201.947,0.18355
11129738,1427.02,1.606,0.185,0.983,0.120,4.884466440,0.000062560,0.04793,0.00053,41.1980,2.3172,196.304,1.08133
11129738,1427.01,2.870,0.308,1.753,0.200,2.613020421,0.000006110,0.03151,0.00032,93.6607,5.5237,196.304,1.84045
11133306,276.01,2.037,0.073,2.424,0.192,41.745988550,0.000045720,0.24289,0.00582,27.6541,2.2547,20.867,0.03020
11134879,480.01,2.821,0.252,2.330,0.244,4.301658430,0.000003670,0.04838,0.00131,202.3804,18.1032,92.073,0.50709
11135308,2805.01,0.689,0.034,0.861,0.080,1.877878538,0.000007377,0.03096,0.00090,1808.0950,186.7193,36.009,0.22413
11137180,3027.01,1.757,0.161,1.814,0.203,6.070325480,0.000031740,0.06187,0.00162,143.3107,15.6140,194.645,0.18235
11138155,760.01,11.309,0.625,11.949,1.117,4.959319244,0.000000515,0.05672,0.00157,310.7253,36.9458,110.387,0.77213
11139682,8043.01,1.098,0.141,1.488,0.220,10.778155800,0.000185900,0.10009,0.00278,185.8423,25.4332,108.881,0.00559
11152511,5874.01,2.030,0.106,2.536,0.220,287.331140000,0.011330000,0.86012,0.02014,1.4682,0.1233,57.479,0.51198
11153476,4601.01,0.910,0.058,1.312,0.129,7.940042810,0.000084950,0.08303,0.00196,334.9858,25.3478,72.242,0.00216
11153539,762.01,2.164,0.151,2.765,0.299,4.498765110,0.000017770,0.05433,0.00156,447.7928,54.1061,179.022,0.32413
11176127,1430.01,3.471,0.399,2.354,0.296,10.475480840,0.000018010,0.08083,0.00206,26.5298,2.4057,177.526,0.61685
11176127,1430.02,3.350,0.487,2.291,0.358,22.928863140,0.000085440,0.13571,0.00380,9.3440,0.8204,177.526,0.63614
11176127,1430.03,4.268,0.675,2.888,0.465,77.474099100,0.000359300,0.30756,0.00866,1.8011,0.1702,177.526,0.72892
11176166,5875.02,1.608,0.120,1.776,0.209,4.274260500,0.000120800,0.05273,0.00138,524.8227,58.2512,86.708,0.07340
11176166,5875.01,2.418,0.506,2.732,0.611,9.878850200,0.000359300,0.09173,0.00227,169.5701,16.4935,86.708,0.71794
11177676,3281.01,1.891,0.131,1.660,0.154,47.032047800,0.000719300,0.24240,0.00768,9.5645,1.2002,138.944,0.15627
11177707,1423.01,6.199,0.377,5.215,0.540,124.419717500,0.000349100,0.45307,0.01376,2.0780,0.2704,213.443,0.00000
11179076,2497.01,3.451,0.591,2.495,0.474,48.431300300,0.000354800,0.23441,0.00655,4.8496,0.4966,202.990,1.07105
11181260,4653.01,0.928,0.064,1.355,0.111,19.977859900,0.000271500,0.15504,0.00412,112.1168,9.7821,49.352,0.15598
11182213,5876.01,2.155,0.527,1.673,0.442,189.456089000,0.004565000,0.60797,0.01592,1.4036,0.1536,117.916,0.14557
11183752,5877.01,3.217,0.386,2.744,0.394,230.358183000,0.004699000,0.69626,0.01992,1.0885,0.1078,180.021,0.15464
11187436,1804.01,6.571,2.660,5.726,2.283,5.907414760,0.000039390,0.05804,0.00168,98.3113,10.5035,422.640,0.05616
11187837,252.01,5.072,0.404,3.105,0.266,17.604614010,0.000024990,0.11248,0.00139,6.8984,0.3979,185.338,1.01419
11189311,3220.01,3.288,0.336,5.485,0.685,81.416013800,0.000488200,0.40639,0.01134,25.0081,2.6570,59.568,2.24472
11192235,2329.01,2.764,0.356,1.587,0.213,1.615357809,0.000002324,0.02263,0.00026,154.6536,7.3063,198.126,1.62741
11192998,481.03,3.232,0.138,2.535,0.206,34.259514180,0.000071980,0.19030,0.00484,10.9809,0.9810,99.384,0.00918
11192998,481.01,3.115,0.117,2.419,0.184,7.650243513,0.000006396,0.07016,0.00195,81.4372,7.3442,99.384,0.01340
11192998,481.02,2.132,0.079,1.701,0.114,1.554003890,0.000000987,0.02424,0.00064,680.2048,73.3497,99.384,0.01529
11194032,348.01,4.717,0.340,3.354,0.338,28.511176390,0.000026510,0.16038,0.00409,8.4202,0.6908,70.298,1.09609
11198419,5879.01,3.569,0.628,2.189,0.400,88.523517000,0.002337000,0.33078,0.00425,0.8472,0.0473,342.161,2.41506
11241560,7426.01,1.184,0.113,0.888,0.103,6.961973040,0.000079330,0.06399,0.00169,67.9132,7.5105,157.890,0.09950
11241912,3346.01,1.410,0.267,1.631,0.340,14.427350880,0.000091010,0.11892,0.00327,107.4526,11.3061,39.841,3.45305
11246161,2796.01,0.969,0.055,1.018,0.102,0.537409400,0.000001333,0.01285,0.00039,6057.6038,655.2876,80.177,0.13033
11251991,5881.01,0.881,0.049,1.319,0.125,134.358720000,0.005221000,0.57123,0.01596,12.6625,1.2315,40.904,0.07240
11253827,2672.01,4.996,0.163,4.651,0.340,88.512201400,0.000273600,0.37619,0.01038,5.1314,0.5494,69.981,0.21428
11253827,2672.02,3.562,0.418,3.368,0.417,42.992328400,0.000174100,0.23279,0.00577,13.4322,1.1986,69.981,0.62046
11254382,1425.01,2.294,0.150,2.302,0.240,2.053884770,0.000003356,0.03101,0.00092,909.6340,103.0746,168.881,0.26541
11259686,294.01,2.062,0.079,2.334,0.218,34.435938700,0.000095690,0.21215,0.00633,33.2021,3.2524,45.633,0.01379
11283615,2816.01,1.706,0.117,1.304,0.133,1.289590179,0.000003841,0.02132,0.00055,866.6165,92.9773,212.963,0.35371
11284772,4622.02,1.276,0.134,0.725,0.078,4.501582490,0.000034050,0.04452,0.00052,37.3710,1.9350,173.681,0.01473
11284772,4622.01,2.786,0.223,1.565,0.134,207.247850000,0.002627000,0.57132,0.00657,0.2283,0.0107,173.681,0.18902
11285870,3110.01,1.179,0.077,1.382,0.138,4.484943150,0.000033790,0.05442,0.00163,486.8750,50.3125,104.923,0.24920
11288051,241.01,3.295,0.393,2.347,0.334,13.821420840,0.000022230,0.10275,0.00316,32.2045,3.4105,60.181,2.07364
11288051,241.02,2.277,0.347,1.592,0.272,30.950592700,0.000218700,0.17666,0.00553,10.8387,1.0773,60.181,3.19021
11288051,241.03,1.602,0.266,1.132,0.213,3.410459810,0.000013610,0.04044,0.00110,207.1750,20.5488,60.181,4.03314
11288492,7434.01,1.161,0.125,0.968,0.121,5.704593000,0.000044390,0.05880,0.00151,148.2208,14.8824,89.844,0.11616
11288505,1433.01,2.452,0.159,2.161,0.236,19.807877630,0.000094190,0.13717,0.00363,32.0650,3.3669,156.891,0.04078
11290515,4716.01,0.531,0.039,0.739,0.075,5.894333800,0.000059730,0.06786,0.00171,485.4177,46.2089,31.410,0.00185
11294822,8047.01,2.483,0.226,1.868,0.216,302.349710000,0.010090000,0.78557,0.02186,0.3840,0.0326,137.098,0.23432
11295426,246.01,1.846,0.055,2.319,0.162,5.398752862,0.000001947,0.06242,0.00171,418.1253,38.1437,16.016,0.01308
11295426,246.02,0.774,0.117,1.013,0.161,9.605059760,0.000034590,0.09127,0.00213,196.3154,16.8282,16.016,0.41042
11296205,8048.01,1.593,0.138,1.746,0.239,379.672760000,0.023190000,1.04080,0.02602,1.2106,0.1358,66.142,0.21290
11296724,7437.01,0.953,0.160,1.030,0.205,1.999724400,0.000019790,0.03079,0.00084,1071.8811,117.2021,134.466,0.31210
11298298,1802.01,2.763,0.221,2.700,0.288,5.248667607,0.000006064,0.05910,0.00172,299.8778,30.2133,69.449,0.88902
11305417,5883.01,1.151,0.093,1.859,0.182,198.781156000,0.005755000,0.72938,0.01849,6.1598,0.4603,52.602,0.08604
11336883,1445.02,0.675,0.051,0.971,0.102,54.325574000,0.002512000,0.30570,0.00795,32.2861,3.1526,40.810,0.03904
11336883,1445.01,1.105,0.131,1.682,0.236,7.168930640,0.000025740,0.07909,0.00199,480.3157,50.5069,40.810,0.68388
11337141,1649.01,3.131,0.917,1.880,0.541,4.043552450,0.000012550,0.04154,0.00045,40.6970,1.9547,181.217,3.09325
11337372,1650.02,4.433,0.509,4.062,0.564,100.827672500,0.000799100,0.40267,0.01069,3.4903,0.3432,160.806,0.88416
11337372,1650.01,3.100,0.333,2.754,0.362,6.531940240,0.000022830,0.06477,0.00191,138.5618,14.1238,160.806,1.42379
11337833,1651.01,2.226,0.128,2.220,0.197,51.301184400,0.000602100,0.26511,0.00738,12.6574,1.1902,119.411,0.00000
11338056,4735.01,1.041,0.094,0.766,0.086,2.879983340,0.000024270,0.03551,0.00102,217.3084,21.7275,113.638,0.17304
11338091,8221.01,1.020,0.167,2.249,0.396,293.386410000,0.018110000,0.99882,0.02449,6.5318,0.6182,27.246,0.41046
11341266,5886.01,1.051,0.089,1.492,0.168,284.871770000,0.016850000,0.91375,0.02830,3.3806,0.3243,46.572,0.11717
11342416,2366.01,1.183,0.160,1.517,0.235,25.369086800,0.000146700,0.17711,0.00464,63.0373,6.2738,32.948,1.12600
11348610,5888.01,2.358,0.352,1.787,0.298,190.860818000,0.004524000,0.59547,0.01852,1.0282,0.1240,136.699,0.14704
11348997,2090.01,2.934,0.137,1.596,0.086,5.132486123,0.000009634,0.04795,0.00053,24.7751,1.5029,172.258,0.15128
11350118,4509.01,1.633,0.106,1.128,0.086,12.003678000,0.000100700,0.08982,0.00089,17.2978,1.3256,159.157,0.06252
11351454,5889.01,2.089,0.211,2.570,0.302,374.418130000,0.029510000,1.04392,0.02981,1.2517,0.1790,125.839,0.15863
