KIC,KOI,Rp/Rs,e_Rp/Rs,Radius,e_Radius,Period,e_Period,a,e_a,Flux,e_Flux,CDPP,b
3641726,804.01,3.141,0.155,2.823,0.224,9.029306890,0.000016480,0.07906,0.00236,71.6422,7.6100,149.328,0.01986
3642289,301.02,0.959,0.169,1.387,0.263,11.448658230,0.000081660,0.10566,0.00289,215.6514,21.5056,34.871,1.28925
3642289,301.01,1.666,0.207,2.360,0.357,6.002548291,0.000009701,0.06937,0.00170,501.6530,43.4077,34.871,1.93924
3645438,4385.03,1.734,0.199,1.433,0.191,17.369511200,0.000489600,0.12017,0.00346,24.7853,3.0873,211.376,0.27544
3645438,4385.01,1.929,0.150,1.600,0.169,7.298142000,0.000054230,0.06699,0.00179,81.0201,9.8445,211.376,0.42145
3645438,4385.02,3.559,0.254,2.934,0.295,386.370512000,0.008255000,0.94877,0.02385,0.4043,0.0377,211.376,0.00000
3647097,5001.01,1.679,0.210,1.465,0.207,59.965517500,0.000784800,0.28508,0.00720,7.0572,0.7060,119.044,0.05977
3648437,1861.01,2.687,0.097,2.873,0.213,17.504417260,0.000046940,0.13317,0.00380,66.2873,7.5441,152.891,0.00475
3656121,386.01,3.101,0.099,3.286,0.235,31.158824900,0.000057300,0.19582,0.00563,29.3474,3.3056,79.207,0.02063
3656121,386.02,2.661,0.112,2.814,0.215,76.732455600,0.000340300,0.35410,0.01029,8.7316,1.0626,79.207,0.39046
3657758,2034.02,1.510,0.198,1.477,0.247,2.370293200,0.000030660,0.03343,0.00101,601.6279,70.3755,298.392,0.00256
3657758,2034.01,3.737,0.241,3.669,0.368,3.609313059,0.000007605,0.04441,0.00135,335.0361,37.1633,298.392,0.26437
3661886,2279.01,1.688,0.079,2.049,0.185,27.014262200,0.000149700,0.18017,0.00458,45.7126,4.1147,68.132,0.00561
3661886,2279.02,1.294,0.094,1.545,0.152,12.509457980,0.000074690,0.10767,0.00279,124.7758,12.0161,68.132,0.55133
3662838,302.01,3.028,0.178,5.589,0.499,24.854665040,0.000056370,0.19065,0.00492,157.5116,14.7954,58.917,1.11948
3663494,6352.01,1.239,0.129,1.528,0.190,5.116836780,0.000079500,0.05851,0.00154,349.2568,44.4930,160.153,0.23919
3728432,3893.01,2.856,0.136,1.910,0.149,3.908634570,0.000007248,0.04550,0.00622,72.2313,25.5066,234.732,0.09235
3732035,3966.01,2.310,0.089,2.495,0.218,138.944022000,0.001311000,0.52730,0.01519,4.1361,0.4268,78.380,0.19913
3732821,1207.01,3.462,0.462,2.698,0.398,13.734740710,0.000042090,0.10281,0.00317,33.7334,3.2894,142.382,1.62540
3734418,2261.02,1.067,0.212,0.802,0.177,6.625478100,0.000174200,0.06276,0.00177,86.3087,8.9647,120.625,0.19380
3734418,2261.01,1.413,0.052,1.050,0.086,3.975996290,0.000011370,0.04509,0.00119,170.8978,16.2283,120.625,0.31934
3745559,3423.01,2.399,0.169,2.587,0.289,30.254118600,0.000208000,0.19063,0.00565,31.7600,3.5158,137.452,0.03989
3745690,442.01,2.155,0.102,2.311,0.212,13.540574610,0.000034610,0.11069,0.00311,86.4457,9.6874,73.220,0.17368
3745690,442.02,1.345,0.061,1.432,0.121,1.732346403,0.000003201,0.02834,0.00073,1305.0581,168.2946,73.220,0.17778
3745690,442.03,1.551,0.217,1.617,0.268,7.025740900,0.000023480,0.07164,0.00191,207.6672,23.8379,73.220,0.81059
3747817,4103.01,3.029,0.161,3.032,0.269,184.772710000,0.002335000,0.60236,0.01796,1.5731,0.1603,158.695,0.04509
3747817,4103.02,1.384,0.135,1.412,0.166,14.237841700,0.000318800,0.10923,0.00293,48.1034,4.6906,158.695,0.34024
3748855,6355.01,1.007,0.077,0.870,0.105,4.371989050,0.000048560,0.04986,0.00133,234.2196,23.6026,102.954,0.14232
3748855,6355.02,1.100,0.102,0.956,0.099,6.728766060,0.000087340,0.06640,0.00184,133.3217,12.9261,102.954,0.50448
3749365,1176.01,17.513,0.727,12.850,1.071,1.973760850,0.000000099,0.02666,0.00083,267.7299,29.0642,315.629,0.28633
3758922,4853.01,1.191,0.114,1.529,0.200,17.741230300,0.000396600,0.13562,0.00368,71.6163,7.6231,102.376,0.04961
3762468,208.01,9.392,0.757,12.618,1.459,3.003879547,0.000003581,0.04248,0.00112,964.2427,101.5668,338.594,0.30998
3762750,7668.01,1.417,0.372,1.670,0.490,2.509334400,0.000041450,0.03662,0.00114,997.2409,149.7069,256.181,0.01132
3765917,4526.01,2.072,0.176,2.533,0.289,30.539293100,0.000482800,0.19300,0.00535,33.7681,4.2471,185.784,0.04133
3765917,4526.02,1.558,0.174,1.866,0.271,11.818728800,0.000114800,0.10252,0.00286,116.2517,16.4717,185.784,0.23435
3832474,806.02,14.227,0.630,11.710,1.094,60.324942160,0.000032070,0.27906,0.00779,5.2967,0.6962,259.812,0.21631
3832474,806.01,10.266,0.632,8.448,0.911,143.206304700,0.000234800,0.49453,0.01371,1.6980,0.1825,259.812,0.38380
3832474,806.03,2.176,0.141,1.787,0.196,29.159861500,0.000253400,0.17140,0.00499,14.2336,1.6664,259.812,0.48513
3847138,444.01,2.188,0.088,1.963,0.177,11.722912120,0.000025660,0.09814,0.00255,76.3663,8.4249,78.925,0.01239
3849187,4780.01,1.456,0.151,1.296,0.166,6.601800030,0.000089710,0.06506,0.00162,122.6316,11.5631,248.915,0.16483
3852872,7673.01,1.064,0.171,0.755,0.139,80.769893000,0.002716000,0.32328,0.00805,2.2724,0.1937,65.702,0.10074
3854496,6368.01,1.649,0.196,1.764,0.255,9.458805400,0.000164500,0.08695,0.00225,138.1476,18.0101,305.077,0.33868
3859079,1199.01,3.223,0.149,2.391,0.228,53.529270200,0.000268300,0.24551,0.00678,3.7217,0.3906,147.741,0.34602
3859628,1191.01,3.552,0.406,3.165,0.436,8.172426440,0.000026830,0.07656,0.00211,120.0968,13.6545,166.991,2.21421
3863877,5021.01,3.125,0.366,3.217,0.455,288.079370000,0.003761000,0.83286,0.01922,1.0984,0.1190,201.229,0.15292
3867615,2289.02,1.265,0.060,1.611,0.139,20.098367600,0.000123800,0.15001,0.00400,81.0670,7.6002,54.463,0.01766
3867615,2289.01,1.820,0.092,2.293,0.234,62.784398100,0.000423100,0.32178,0.00843,17.3005,1.7253,54.463,0.15259
3867794,4685.01,1.518,0.104,1.375,0.156,0.494247662,0.000001744,0.01163,0.00034,4235.3290,553.5436,210.195,0.33807
3934657,7676.01,0.704,0.085,0.633,0.089,5.369408400,0.000101900,0.05813,0.00152,214.3211,25.2452,66.362,1.92526
3935914,809.01,12.806,0.950,14.568,1.682,1.594745374,0.000000113,0.02656,0.00076,1455.1861,193.7447,223.637,0.40779
3937519,221.02,1.174,0.067,1.045,0.099,5.896619660,0.000045910,0.06050,0.00144,142.5186,13.3810,94.913,0.04065
3937519,221.01,6.084,0.196,5.410,0.396,3.413036353,0.000000626,0.04218,0.00130,300.0971,29.6787,94.913,0.04406
3937814,4084.02,2.084,0.312,1.886,0.325,10.729007930,0.000056080,0.08861,0.00243,55.3890,5.3669,140.732,0.01887
3937814,4084.01,2.704,0.147,2.398,0.186,214.881456000,0.003917000,0.65010,0.01640,1.0189,0.0923,140.732,0.02772
3937814,4084.03,1.564,0.339,1.413,0.327,8.196197680,0.000063260,0.07393,0.00182,80.5700,6.7478,140.732,0.73612
3940418,810.01,3.088,0.122,2.328,0.175,4.783002698,0.000005432,0.04989,0.00140,117.6115,11.9448,162.596,0.00252
3955817,4117.01,1.316,0.079,1.048,0.097,4.242630960,0.000026610,0.04747,0.00133,179.4770,20.9701,123.650,0.20755
3962243,1203.02,2.807,0.318,2.391,0.339,14.128476770,0.000066470,0.10994,0.00295,54.2523,6.1714,161.271,1.19462
3962243,1203.01,3.705,0.549,3.244,0.555,31.884147300,0.000209900,0.18991,0.00500,18.4704,1.8910,161.271,2.50216
3962243,1203.03,1264.217,4525.857,1113.605,3862.740,48.647854300,0.000742600,0.25209,0.00736,10.3543,1.2510,161.271,2.77576
3962357,1210.01,2.256,0.274,2.842,0.388,14.553874880,0.000098740,0.12215,0.00360,125.9768,13.7892,106.682,3.24785
3964109,393.01,1.784,0.085,2.710,0.218,21.416240830,0.000070190,0.16238,0.00399,101.0609,9.5282,52.575,0.08084
3965201,7546.01,1.406,0.148,4.369,0.586,44.113873000,0.001449000,0.30691,0.00849,200.1357,19.5808,119.035,0.01875
3966801,494.01,3.566,0.254,2.515,0.228,25.695814560,0.000058240,0.15179,0.00436,10.7295,1.1319,126.771,0.83615
3967326,2084.01,2.968,0.181,2.097,0.205,4.195773850,0.000015680,0.04530,0.00114,119.6043,12.0155,222.671,0.54607
3967760,1760.02,1.888,0.138,1.667,0.187,8.775147820,0.000061310,0.07732,0.00226,69.9281,7.0695,240.412,0.51154
3967760,1760.01,2.226,0.149,1.926,0.239,5.524186250,0.000023650,0.05657,0.00162,131.1293,14.2479,240.412,0.51209
4035640,1881.01,3.300,0.139,2.470,0.194,28.267273850,0.000096400,0.16534,0.00427,12.0194,1.1637,164.170,0.00828
4047631,2519.01,3.291,0.648,2.174,0.466,4.790912471,0.000007960,0.05091,0.00899,64.8036,53.0163,95.733,0.62617
4048898,7678.01,0.604,0.065,0.719,0.106,13.091487800,0.000128400,0.11226,0.00288,116.9870,11.8338,30.504,0.05914
4049131,811.01,4.462,0.201,3.383,0.307,20.505889210,0.000032060,0.13014,0.00359,14.8858,1.3528,173.221,0.24645
4054784,7679.01,0.861,0.093,0.761,0.095,1.867994300,0.000010220,0.02775,0.00074,634.8630,54.8139,81.421,0.09313
4055304,2119.01,1.856,0.184,1.453,0.168,0.571038347,0.000000684,0.01237,0.00033,2227.0648,208.9080,106.395,1.32740
4056616,2013.01,1.349,0.059,0.882,0.040,2.414348680,0.000004231,0.03030,0.00035,128.2784,8.4754,63.522,0.15170
4060229,4570.01,1.909,0.355,2.314,0.492,35.017505300,0.000321500,0.21531,0.00571,31.7687,3.5416,98.877,0.65928
4067925,3066.01,2.776,0.219,2.562,0.317,24.220419200,0.000194000,0.15110,0.00411,16.7844,1.9759,261.485,0.01862
4072271,7680.01,1.502,0.104,5.317,0.517,219.205790000,0.014660000,0.90229,0.02682,26.3416,2.9685,65.372,0.26967
4072526,1329.01,3.233,0.167,2.544,0.243,33.199635500,0.000139700,0.18490,0.00542,10.5064,1.2031,166.160,0.01760
4072955,3041.01,1.061,0.075,1.164,0.116,5.082880760,0.000033270,0.05799,0.00174,336.4090,33.6247,86.571,0.31160
4073017,7681.01,1.122,0.090,0.963,0.102,6.055520180,0.000063670,0.06076,0.00169,118.3383,11.2834,130.806,0.17847
4076061,6384.01,3.415,0.502,3.728,0.651,566.281760000,0.034690000,1.31124,0.04101,0.5406,0.0856,285.207,0.22177
4076098,1323.01,8.167,0.642,8.895,1.051,3.990105908,0.000001431,0.04868,0.00146,367.8297,48.6587,199.073,0.48371
4077526,1336.01,2.139,0.099,2.155,0.191,10.218645320,0.000045180,0.09068,0.00227,98.4142,9.5782,138.572,0.41288
4077526,1336.04,1.494,0.276,1.502,0.297,4.458148970,0.000028970,0.05177,0.00142,307.0638,28.8420,138.572,1.01839
4077526,1336.03,2.706,0.367,2.729,0.410,40.101556100,0.000290400,0.22237,0.00697,16.2910,1.7823,138.572,1.28823
4077526,1336.02,2.700,0.318,2.680,0.363,15.573637000,0.000100600,0.11951,0.00337,56.4473,5.7623,138.572,2.67386
4078311,4166.01,2.472,0.199,2.614,0.305,9.842620760,0.000035280,0.08679,0.00266,94.9547,10.4056,178.243,0.08932
4135912,5040.01,1.704,0.458,2.399,0.645,29.609426300,0.000306600,0.19869,0.00550,57.9854,5.3995,84.110,0.36534
4136466,1344.01,1.084,0.052,1.497,0.126,4.487587680,0.000016610,0.05617,0.00161,616.2853,61.5937,53.523,0.44635
4138008,4742.01,2.193,0.125,1.362,0.118,112.303136000,0.001722000,0.41037,0.04775,0.8352,0.2563,120.975,0.24173
4139816,812.03,3.724,0.209,2.315,0.140,46.184203900,0.000265400,0.21453,0.00233,2.0033,0.1037,244.583,0.01306
4139816,812.01,4.145,0.314,2.580,0.211,3.340218842,0.000003177,0.03720,0.00050,66.6787,3.5737,244.583,0.48598
4139816,812.02,4.018,0.443,2.464,0.286,20.060363360,0.000058390,0.12300,0.00139,5.9936,0.3456,244.583,0.58695
4139816,812.04,2.453,0.338,1.539,0.217,7.825021680,0.000038900,0.06552,0.00064,21.0575,1.1405,244.583,0.79737
4141376,280.01,2.135,0.201,2.123,0.265,11.872908140,0.000011450,0.10404,0.00267,126.6463,13.1815,18.392,1.15020
4142847,2210.02,4.263,0.566,2.984,0.424,210.631486000,0.001512000,0.61262,0.01648,0.6081,0.0587,198.799,0.80023
4142847,2210.01,2.192,0.214,1.477,0.186,2.888904439,0.000007104,0.03491,0.00093,189.4309,15.2737,198.799,0.91727
4143755,281.01,1.783,0.080,2.542,0.192,19.556620030,0.000036970,0.14807,0.00413,87.5006,9.8712,27.173,0.90814
4144576,2202.01,1.287,0.048,1.072,0.090,0.813166357,0.000001399,0.01581,0.00048,1708.6788,154.0702,95.047,0.05560
4147444,3880.01,0.864,0.036,1.022,0.089,1.803697292,0.000004002,0.03028,0.00080,1991.7171,205.3762,63.125,0.27836
4150804,3678.01,8.696,0.254,7.894,0.707,160.884519660,0.000087940,0.55366,0.01483,2.0623,0.2122,49.248,0.31783
4150972,5044.01,0.991,0.115,1.135,0.165,161.537665000,0.005426000,0.59289,0.01709,4.0972,0.3839,24.146,0.09702
4157325,1860.04,1.544,0.087,1.526,0.133,24.843483700,0.000428100,0.16264,0.00455,31.3679,3.3918,112.322,0.72437
4157325,1860.03,1.563,0.223,1.539,0.257,3.076447090,0.000010380,0.04058,0.00123,509.6519,60.2308,112.322,0.95499
4157325,1860.01,2.592,0.163,2.549,0.267,6.319435530,0.000012890,0.06527,0.00176,194.6593,18.9223,112.322,1.14073
4157325,1860.02,2.531,0.242,2.505,0.307,12.209517550,0.000039320,0.10180,0.00287,80.7278,7.5073,112.322,1.15307
4164511,5046.01,1.254,0.104,1.723,0.179,40.988212400,0.000680400,0.25108,0.00652,44.5997,4.2062,95.067,0.03377
4164922,3864.02,1.237,0.062,0.892,0.077,18.257272200,0.000108100,0.12201,0.00348,18.6157,1.9135,84.965,0.39866
4164922,3864.01,1.345,0.180,0.980,0.137,1.210693626,0.000001592,0.01987,0.00053,696.3698,67.1870,84.965,0.66954
4164994,1320.01,11.461,0.634,9.412,0.857,10.506829780,0.000003682,0.08528,0.00219,45.0391,5.2712,253.809,0.41243
4165473,550.01,2.431,0.107,2.308,0.190,13.023632360,0.000032060,0.10578,0.00278,69.2264,6.3221,87.777,0.02948
4172746,2531.01,2.651,0.162,1.864,0.156,17.699739200,0.000108000,0.11582,0.00291,14.6788,1.3215,188.529,0.07377
4172805,4427.01,3.285,0.183,1.767,0.116,147.661729000,0.001501000,0.44961,0.00519,0.2934,0.0144,216.733,0.00000
4173026,2172.02,2.921,0.266,2.450,0.276,116.583183000,0.002231000,0.43990,0.01133,2.6252,0.2493,202.660,0.49932
4173026,2172.01,3.455,0.537,2.947,0.531,10.440873980,0.000051130,0.08794,0.00236,65.8241,6.0200,202.660,1.97238
4175630,2998.01,3.335,0.292,3.237,0.316,28.227413000,0.000149800,0.17529,0.00496,22.2752,2.8536,289.717,0.02711
4178606,2728.01,2.455,0.274,3.645,0.459,42.352003900,0.000331800,0.25819,0.00809,48.8163,5.3330,100.944,0.77790
4180280,144.01,3.894,0.267,3.121,0.292,4.176254191,0.000001799,0.04578,0.00128,136.0103,10.8785,69.892,1.33067
4242147,1934.01,2.845,0.144,1.951,0.190,28.782709550,0.000091740,0.17594,0.02474,5.6114,4.4852,132.112,0.00000
4243911,1337.01,1.592,0.069,1.298,0.121,1.922799706,0.000004693,0.02774,0.00072,474.9699,47.8840,131.980,0.03299
4247991,2311.03,1.600,0.292,2.232,0.453,104.351962400,0.000697300,0.44791,0.01247,7.8542,0.7331,54.423,0.19494
4248120,2216.01,2.493,0.167,2.459,0.239,23.340362510,0.000096740,0.15375,0.00383,26.7595,2.4652,151.894,0.09742
4249611,2821.01,3.580,0.272,3.494,0.353,79.245035100,0.000930900,0.34865,0.00935,5.5636,0.6386,332.015,0.00000
4249725,222.01,3.496,0.118,2.497,0.177,6.312508525,0.000005263,0.05774,0.00158,53.9325,4.9899,121.644,0.02735
4249725,222.02,2.794,0.095,1.996,0.142,12.794547400,0.000026150,0.09332,0.00236,20.6633,1.9331,121.644,0.17397
4254466,2134.01,2.281,0.172,2.592,0.304,42.300628200,0.000216700,0.23542,0.00626,17.6885,1.6165,102.296,0.15928
4262581,2122.01,2.038,0.098,1.983,0.156,37.646851900,0.000227000,0.21234,0.00579,15.3079,1.5076,77.195,0.00813
4263293,1895.03,3.534,0.223,2.337,0.218,32.134001400,0.000254700,0.17397,0.03494,4.7638,12.1922,338.399,0.16275
4263293,1895.02,3.892,0.238,2.580,0.261,17.281169570,0.000089970,0.11978,0.01853,10.3042,5.5556,338.399,0.16866
4263293,1895.01,3.560,0.168,2.395,0.215,8.457466360,0.000030530,0.07449,0.01289,26.5032,21.3199,338.399,0.17809
4263529,3358.01,4.794,0.678,3.941,0.661,10.104043510,0.000010430,0.08601,0.00247,72.0620,7.2834,116.214,0.63237
4270253,551.01,2.436,0.132,2.612,0.226,11.637030300,0.000030910,0.09927,0.00244,95.0287,9.7650,107.748,0.04897
4270253,551.02,2.358,0.310,2.495,0.363,5.687986750,0.000012830,0.06160,0.00170,246.4850,23.6093,107.748,0.55532
4270799,4810.01,2.998,0.581,2.469,0.492,115.238544000,0.002522000,0.43754,0.01057,2.8895,0.2871,129.625,2.64883
4271474,3324.01,2.972,0.280,2.501,0.308,21.863463800,0.000302400,0.14056,0.00437,19.7073,2.9221,320.461,0.42489
4274548,1331.01,2.772,0.575,2.086,0.438,6.800820320,0.000022800,0.06221,0.00152,60.1412,4.5082,206.610,0.49191
4275191,813.01,9.450,0.771,10.593,1.172,3.895936525,0.000000771,0.04753,0.00118,366.7880,48.4676,211.961,0.38197
4275721,1342.02,1.851,0.239,2.014,0.289,8.181821890,0.000023040,0.07969,0.00202,180.9961,18.9994,79.448,0.53078
4275721,1342.01,1.327,0.066,1.419,0.115,3.773598710,0.000012320,0.04766,0.00122,509.4641,54.8305,79.448,0.00000
4277304,4774.01,1.464,0.094,1.189,0.107,51.567801000,0.000614100,0.25155,0.00642,6.5099,0.6180,73.458,0.59865
4278221,1615.01,1.042,0.046,1.380,0.127,1.340596782,0.000002113,0.02484,0.00065,2874.4502,316.1719,58.002,0.00422
4282872,1325.01,5.278,0.288,4.801,0.415,10.035381809,0.000006475,0.08743,0.00251,80.5009,8.7237,150.164,0.06887
4349452,244.02,2.018,0.053,2.607,0.189,6.238535444,0.000002325,0.07050,0.00194,475.0331,48.3877,20.260,0.00611
4349452,244.01,3.758,0.186,4.823,0.449,12.720370263,0.000002282,0.11342,0.00265,189.5674,15.4989,20.260,0.60857
4365645,1738.01,1.275,0.050,1.081,0.074,4.167878140,0.000010730,0.04754,0.00126,215.3576,17.2834,70.882,0.14103
4366323,3258.01,2.304,0.249,2.355,0.323,40.351170700,0.000402100,0.22512,0.00621,16.2949,2.0020,191.721,0.04962
4367854,2876.01,1.908,0.376,1.429,0.295,5.195202100,0.000018080,0.05283,0.00141,103.3359,9.0812,145.194,0.61039
4370527,2166.01,3.663,0.273,3.309,0.380,61.617452800,0.000357300,0.28688,0.00805,6.2746,0.8821,239.117,0.04800
4384909,7693.01,1.488,0.133,1.235,0.159,6.410971790,0.000080730,0.06226,0.00174,101.7980,10.7146,198.737,0.22060
4385148,2942.01,2.357,0.159,2.318,0.235,13.843012280,0.000090790,0.10912,0.00296,56.4462,6.8735,217.355,0.04676
4385148,2942.02,2.691,0.162,2.588,0.278,24.275899200,0.000242600,0.15675,0.00416,26.6588,3.3774,217.355,0.41639
4446859,8246.01,1.307,0.153,1.703,0.255,425.649710000,0.020190000,1.14098,0.02966,1.2089,0.1149,58.334,0.18989
4454752,496.01,2.381,0.299,1.861,0.276,1.616883373,0.000002284,0.02502,0.00056,655.5448,53.3025,116.467,1.32603
4455231,1332.02,1.446,0.106,1.471,0.149,6.097472330,0.000053370,0.06368,0.00170,200.5295,17.7347,124.520,0.01180
4455231,1332.03,2.415,0.164,2.454,0.227,56.637918000,0.000703900,0.28172,0.00777,10.0701,1.1235,124.520,0.26112
4455231,1332.01,2.616,0.166,2.664,0.224,19.305816620,0.000078890,0.13813,0.00379,42.2108,4.7870,124.520,0.00000
4458082,2303.01,1.196,0.069,1.624,0.143,4.893364950,0.000036090,0.06064,0.00179,739.5618,77.7227,118.689,0.19968
4458082,2303.02,1.329,0.289,1.833,0.409,8.934848870,0.000097070,0.09094,0.00258,328.2506,35.7840,118.689,0.99371
4466677,1338.01,1.545,0.073,1.524,0.158,3.222975318,0.000009285,0.04176,0.00112,455.5852,44.7115,102.286,0.35994
4466677,1338.02,1.762,0.262,1.801,0.320,42.037066200,0.000427800,0.23177,0.00612,14.8149,1.6902,102.286,0.85118
4466677,1338.03,1.429,0.257,1.430,0.294,21.011206800,0.000290700,0.14696,0.00433,37.6106,4.3543,102.286,1.35675
4471313,5066.01,3.114,0.572,3.692,0.710,110.089267000,0.002362000,0.44308,0.01266,4.6000,0.6191,250.357,0.06688
4472818,3878.01,2.887,0.179,2.806,0.248,70.967208700,0.000184700,0.32978,0.00794,8.2420,0.7942,81.410,0.59255
4472818,3878.02,1.430,0.251,1.305,0.262,15.357344500,0.000106100,0.11879,0.00321,62.4395,6.3882,81.410,1.17461
4473226,2229.01,2.812,0.225,2.493,0.266,14.833409440,0.000080430,0.11195,0.00298,43.0889,4.2569,241.317,0.40505
4473613,4803.01,1.362,0.107,1.273,0.140,4.361258890,0.000035400,0.05022,0.00141,264.2150,22.9896,170.421,0.30067
4476123,814.01,3.195,0.256,3.149,0.376,22.366464660,0.000097610,0.14836,0.00382,27.6007,3.3999,193.527,0.42316
4478142,5067.01,2.514,0.280,2.022,0.276,219.931324000,0.006700000,0.67853,0.01635,1.1660,0.1154,114.211,0.15152
4478168,626.02,0.836,0.049,1.031,0.093,8.029201800,0.000082950,0.08168,0.00216,257.1039,29.6945,50.692,0.47850
4478168,626.01,2.044,0.190,2.491,0.308,14.586498560,0.000028490,0.12133,0.00303,119.9003,12.2271,50.692,0.66688
4545187,223.01,3.759,0.349,2.628,0.288,3.177414601,0.000001587,0.03846,0.00096,207.6893,19.4131,97.718,0.84895
4545187,223.02,3.627,0.387,2.520,0.330,41.008111700,0.000118000,0.21005,0.00511,6.7270,0.5604,97.718,1.42508
4545570,4506.01,1.410,0.114,1.353,0.172,5.604731150,0.000051040,0.05848,0.00168,156.1632,15.8934,185.413,0.19441
4547603,2855.01,1.206,0.077,1.268,0.114,1.400755743,0.000003276,0.02371,0.00062,1303.1001,126.4973,85.381,0.20877
4548011,4288.01,0.591,0.038,0.806,0.079,6.283840790,0.000048810,0.07067,0.00171,411.4279,35.4303,31.452,0.09813
4548011,4288.02,0.599,0.036,0.827,0.065,9.087452060,0.000081940,0.08987,0.00264,255.7551,22.2198,31.452,0.27712
4548011,4288.04,0.599,0.049,0.832,0.085,13.950956500,0.000196800,0.11940,0.00307,145.3359,11.6449,31.452,0.47758
4548098,4157.01,0.679,0.063,0.854,0.099,3.823156970,0.000044810,0.05024,0.00113,827.8960,80.7523,52.670,0.04483
4548098,4157.02,0.755,0.070,0.938,0.107,5.215752000,0.003854000,0.06190,0.00160,548.0979,51.1983,52.670,0.31642
4552729,2691.01,4.434,0.185,3.099,0.239,97.446319400,0.000286000,0.35943,0.00901,1.4512,0.1279,126.875,0.05717
4570949,1658.01,9.535,0.335,13.231,1.010,1.544928892,0.000000063,0.02788,0.00071,3052.4955,299.9830,62.126,0.81355
4572728,8249.01,1.137,0.096,1.645,0.164,309.191789000,0.007943000,0.94909,0.02270,2.5165,0.2510,39.414,0.10015
4587135,4680.01,2.026,0.172,2.173,0.261,54.081223500,0.000941300,0.27516,0.00824,11.2810,1.4572,179.992,0.15401
4633570,446.02,2.925,0.311,1.959,0.249,28.551581870,0.000089170,0.16269,0.03188,6.1952,9.3361,115.974,0.79238
4633570,446.01,3.357,0.322,2.168,0.246,16.709206280,0.000036170,0.11966,0.02233,11.5036,34.6655,115.974,1.22716
4644604,628.01,2.606,0.219,2.473,0.266,14.485847650,0.000024800,0.11463,0.00328,64.6084,6.5695,56.368,1.52719
4644952,1805.02,2.383,0.118,2.050,0.147,31.782111700,0.000176900,0.18637,0.00490,17.1965,1.4694,100.735,0.12233
4644952,1805.03,2.003,0.245,1.750,0.251,4.362732330,0.000012980,0.04945,0.00126,246.0267,22.3023,100.735,0.86441
4644952,1805.01,3.259,0.285,2.773,0.325,6.941358240,0.000010900,0.06782,0.00161,128.6874,10.0239,100.735,0.95910
4645174,3437.01,1.304,0.273,1.749,0.389,15.033062300,0.000188300,0.12362,0.00342,114.3505,12.6045,77.979,2.03700
4645174,3437.02,2.135,0.501,2.840,0.683,34.749603800,0.000562700,0.21770,0.00574,37.3765,3.8797,77.979,2.13265
4650674,1341.01,1.502,0.083,1.747,0.165,4.514360960,0.000013710,0.05417,0.00134,444.3475,46.7276,102.647,0.10194
4650733,1659.01,2.029,0.162,2.372,0.259,29.539089700,0.000198000,0.19248,0.00544,42.7017,4.9540,119.969,0.13662
